id,titulo,tipo,genero,ano,rating,duracion,plataforma,idioma,pais,director,clasificacion,votos,presupuesto,ingresos,ganancias,actor_principal,estudio,fecha_estreno,sinopsis
41094,El Club de la Computación Vol. 3,Película,Acción,1993,5.2,189,"HBO Max, Apple TV+",Alemán,USA,Denis Villeneuve,NC-17,1578598,51.0,126.9,75.9,Joaquin Phoenix,Universal Pictures,1993-06-17,Un misterio escalofriante que desvela secretos familiares ocultos.
41095,Gladiador del backend (1998),Película,Suspenso,1998,5.4,193,"Prime Video, Disney+",Español,Japón,Denis Villeneuve,PG,1943705,179.5,456.3,276.8,Tom Hanks,Columbia Pictures,1998-11-14,Un viaje fantástico a través de dimensiones inexploradas del universo.
41096,La terminal de los secretos Vol. 3,Película,"Acción, Aventura",2010,5.0,184,"Prime Video, Apple TV+",Alemán,España,Martin Scorsese,NC-17,28390,137.9,49.8,-88.1,Christian Bale,Netflix Studio,2010-05-06,Un drama conmovedor que explora los límites de la mente y la tecnología.
41097,Inception: Loop Infinito Vol. 3,Serie,"Suspenso, Documental",1997,7.9,41,Disney+,Inglés,España,Quentin Tarantino,R,672214,149.9,205.1,55.2,Brad Pitt,Marvel Studios,1997-10-04,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41098,Crónicas de Git Vol. 3,Película,"Comedia, Crimen",2014,4.8,201,Prime Video,Español,Canadá,James Cameron,PG-13,636637,13.1,41.3,28.2,Leonardo DiCaprio,Marvel Studios,2014-10-20,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
41099,La red de la IA Vol. 3,Película,Comedia,2007,5.7,200,Disney+,Español,Francia,James Cameron,PG,1769953,11.2,13.6,2.4,Scarlett Johansson,Columbia Pictures,2007-05-16,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41100,La casa de código Vol. 1,Película,"Crimen, Suspenso, Terror",1999,4.8,143,"HBO Max, Prime Video",Alemán,Reino Unido,Quentin Tarantino,NC-17,704370,92.3,388.4,296.1,Tom Hanks,Marvel Studios,1999-05-08,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
41101,La teoría de las bases de datos Vol. 3,Serie,"Fantasía, Documental",2001,9.0,56,Disney+,Portugués,Canadá,Hayao Miyazaki,R,1337742,69.6,229.1,159.5,Cillian Murphy,Netflix Studio,2001-02-18,Un drama conmovedor que explora los límites de la mente y la tecnología.
41102,La terminal de los secretos (2020),Película,"Romance, Comedia",2020,6.7,156,HBO Max,Inglés,USA,Quentin Tarantino,PG-13,2352520,234.5,1044.7,810.2,Meryl Streep,Netflix Studio,2020-05-02,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
41103,Batman: El programador de la noche (1972),Película,"Acción, Terror",1972,7.8,197,"Apple TV+, Prime Video",Portugués,Canadá,James Cameron,PG-13,1638148,98.2,82.7,-15.5,Meryl Streep,Warner Bros.,1972-03-19,Un análisis profundo del impacto social e histórico de las grandes eras.
41104,Parque de Servidores (2012),Serie,"Documental, Acción",2012,4.8,20,Disney+,Francés,Canadá,Guillermo del Toro,NC-17,554546,206.5,478.1,271.6,Meryl Streep,Walt Disney Studios,2012-11-13,Un misterio escalofriante que desvela secretos familiares ocultos.
41105,El secreto de los datos Vol. 3,Película,"Documental, Acción, Fantasía",2008,9.1,146,"Netflix, Disney+",Francés,Reino Unido,Christopher Nolan,G,2467281,159.4,176.5,17.1,Cillian Murphy,Paramount Pictures,2008-09-12,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41106,Pulp Python Vol. 3,Película,"Crimen, C.Ficción, Aventura",2014,7.8,128,Disney+,Español,España,Guillermo del Toro,NC-17,1122608,74.7,264.1,189.4,Matthew McConaughey,Columbia Pictures,2014-11-09,Un misterio escalofriante que desvela secretos familiares ocultos.
41107,El secreto de los datos Vol. 2,Serie,"Terror, Aventura",1993,8.6,34,"Prime Video, Netflix",Español,Reino Unido,Martin Scorsese,G,832647,240.3,168.9,-71.4,Robert Downey Jr.,Netflix Studio,1993-07-20,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
41108,La teoría de las bases de datos Vol. 4,Película,"Comedia, Fantasía, Crimen",2006,9.3,177,"Apple TV+, HBO Max",Español,Reino Unido,Christopher Nolan,G,201069,87.3,321.4,234.1,Brad Pitt,Marvel Studios,2006-11-22,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41109,El Heatmap del Destino Vol. 1,Película,Romance,2018,8.8,83,Prime Video,Portugués,Japón,Christopher Nolan,G,1430591,235.3,938.4,703.1,Scarlett Johansson,Walt Disney Studios,2018-02-16,Un misterio escalofriante que desvela secretos familiares ocultos.
41110,Código de honor (2016),Película,"Fantasía, Comedia, Suspenso",2016,7.4,122,"HBO Max, Netflix",Alemán,Japón,Martin Scorsese,R,1304346,121.0,361.6,240.6,Morgan Freeman,Netflix Studio,2016-09-27,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41111,Código de honor (2013),Película,"Aventura, Crimen, Drama",2013,8.7,83,Disney+,Alemán,Canadá,Steven Spielberg,PG-13,590150,160.8,511.9,351.1,Leonardo DiCaprio,Marvel Studios,2013-04-11,Un análisis profundo del impacto social e histórico de las grandes eras.
41112,Stranger Code (1971),Serie,"Aventura, C.Ficción, Documental",1971,5.7,51,Prime Video,Portugués,España,Steven Spielberg,PG-13,822357,167.9,587.0,419.1,Morgan Freeman,Warner Bros.,1971-05-18,Un viaje fantástico a través de dimensiones inexploradas del universo.
41113,SQL: El Imperio Contraataca Vol. 4,Serie,"Crimen, Drama",1984,3.3,57,"Disney+, Netflix",Inglés,Reino Unido,Hayao Miyazaki,PG-13,732233,53.9,54.8,0.9,Tom Hanks,Universal Pictures,1984-07-11,Un análisis profundo del impacto social e histórico de las grandes eras.
41114,Los señores del algoritmo Vol. 3,Serie,"Crimen, C.Ficción",1994,8.8,46,HBO Max,Alemán,Reino Unido,Steven Spielberg,PG,2399917,73.6,64.8,-8.8,Tom Hanks,Universal Pictures,1994-06-04,Un drama conmovedor que explora los límites de la mente y la tecnología.
41115,La lista de bugs Vol. 1,Película,Aventura,1976,9.0,177,Prime Video,Español,España,Christopher Nolan,G,2061233,147.2,375.9,228.7,Scarlett Johansson,Walt Disney Studios,1976-01-11,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41116,Código de honor Vol. 1,Película,"Romance, Crimen, Documental",2013,7.1,157,Netflix,Francés,Japón,Christopher Nolan,G,1868790,61.3,148.4,87.1,Leonardo DiCaprio,Universal Pictures,2013-06-11,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
41117,Django desencadenado (1985),Serie,"Comedia, Drama",1985,3.0,29,"Apple TV+, Disney+",Portugués,USA,Denis Villeneuve,PG,2021432,70.9,54.5,-16.4,Leonardo DiCaprio,Universal Pictures,1985-03-06,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
41118,Los señores del algoritmo (2013),Serie,Fantasía,2013,8.5,31,Apple TV+,Alemán,Canadá,Guillermo del Toro,PG-13,1293803,137.8,564.8,427.0,Matthew McConaughey,Universal Pictures,2013-04-04,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
41119,Juego de Servidores Vol. 1,Película,Romance,1978,8.9,165,"Netflix, Apple TV+",Alemán,España,Quentin Tarantino,R,451498,172.0,705.8,533.8,Meryl Streep,Columbia Pictures,1978-06-16,Un viaje fantástico a través de dimensiones inexploradas del universo.
41120,Avatar: Renderizado Vol. 3,Serie,Fantasía,1984,5.7,30,Netflix,Español,México,Quentin Tarantino,NC-17,1032217,197.6,501.3,303.7,Scarlett Johansson,Universal Pictures,1984-08-06,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41121,Crónicas de Git Vol. 1,Serie,C.Ficción,2019,7.4,48,HBO Max,Portugués,Reino Unido,Martin Scorsese,R,2221896,13.9,40.5,26.6,Robert Downey Jr.,Universal Pictures,2019-04-11,Un análisis profundo del impacto social e histórico de las grandes eras.
41122,Forrest Git (2003),Película,Comedia,2003,7.2,141,Disney+,Español,España,Denis Villeneuve,G,322307,60.6,50.6,-10.0,Robert Downey Jr.,Paramount Pictures,2003-11-11,Un drama conmovedor que explora los límites de la mente y la tecnología.
41123,Pandas salvajes Vol. 2,Película,Romance,1972,7.7,102,"Prime Video, Apple TV+",Portugués,Francia,Denis Villeneuve,NC-17,955454,26.0,102.1,76.1,Christian Bale,Universal Pictures,1972-05-07,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
41124,Inception: Loop Infinito Vol. 3,Película,"Fantasía, Comedia",1981,7.3,104,"Prime Video, Netflix",Francés,Francia,Martin Scorsese,PG-13,2259169,183.8,704.8,521.0,Robert Downey Jr.,A24,1981-01-05,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41125,Gladiador del backend (2015),Película,Crimen,2015,6.9,187,Apple TV+,Inglés,México,Hayao Miyazaki,NC-17,809076,23.9,102.1,78.2,Brad Pitt,Warner Bros.,2015-06-03,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
41126,Pandas salvajes Vol. 1,Película,"Aventura, Crimen, Suspenso",2006,5.2,180,Apple TV+,Francés,Reino Unido,Martin Scorsese,PG-13,160117,168.1,75.5,-92.6,Christian Bale,Marvel Studios,2006-09-06,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
41127,Los señores del algoritmo Vol. 4,Serie,"Drama, Documental",2014,7.4,43,Disney+,Español,Reino Unido,Denis Villeneuve,NC-17,714827,84.1,162.8,78.7,Christian Bale,Marvel Studios,2014-10-22,Un viaje fantástico a través de dimensiones inexploradas del universo.
41128,La milla de código Vol. 3,Serie,"C.Ficción, Aventura",1977,9.1,63,Netflix,Español,Japón,Denis Villeneuve,R,46963,97.1,393.8,296.7,Morgan Freeman,Walt Disney Studios,1977-09-27,Un análisis profundo del impacto social e histórico de las grandes eras.
41129,Forrest Git (2023),Serie,"Acción, Suspenso, Aventura",2023,1.5,38,"HBO Max, Prime Video",Francés,Reino Unido,Steven Spielberg,G,1422454,135.7,379.7,244.0,Matthew McConaughey,A24,2023-04-08,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
41130,El Heatmap del Destino Vol. 4,Serie,"Aventura, Fantasía, Documental",2006,8.4,26,Apple TV+,Alemán,España,James Cameron,PG,1375129,224.0,582.0,358.0,Christian Bale,Warner Bros.,2006-11-09,Un misterio escalofriante que desvela secretos familiares ocultos.
41131,Batman: El programador de la noche Vol. 3,Serie,Suspenso,1989,4.6,27,Apple TV+,Inglés,Reino Unido,Guillermo del Toro,G,1699637,170.2,386.6,216.4,Brad Pitt,Columbia Pictures,1989-03-26,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41132,Avatar: Renderizado Vol. 2,Película,"Suspenso, Crimen, Documental",1990,9.3,162,"Netflix, Prime Video",Francés,España,Quentin Tarantino,G,1730450,23.0,51.3,28.3,Morgan Freeman,Warner Bros.,1990-05-07,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41133,El Club de la Computación Vol. 1,Serie,"Aventura, Fantasía, Terror",1982,7.6,24,"HBO Max, Apple TV+",Español,USA,Hayao Miyazaki,R,717982,112.8,184.6,71.8,Scarlett Johansson,Marvel Studios,1982-02-24,Un misterio escalofriante que desvela secretos familiares ocultos.
41134,Código de honor (1988),Serie,"Drama, Terror, Fantasía",1988,8.5,35,"HBO Max, Netflix",Alemán,España,Christopher Nolan,G,2304124,68.3,68.7,0.4,Meryl Streep,Marvel Studios,1988-01-17,Un viaje fantástico a través de dimensiones inexploradas del universo.
41135,El Club de la Computación (2012),Película,"Documental, Romance",2012,8.9,199,"Apple TV+, Netflix",Portugués,Francia,Christopher Nolan,NC-17,2364890,24.5,55.6,31.1,Tom Hanks,Marvel Studios,2012-09-23,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41136,Matrix Reloaded in Python (1973),Serie,Terror,1973,5.6,31,"Netflix, Prime Video",Francés,Reino Unido,Martin Scorsese,NC-17,618872,249.4,917.7,668.3,Morgan Freeman,A24,1973-09-24,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41137,Parque de Servidores Vol. 4,Serie,Crimen,2024,5.8,57,"Apple TV+, Prime Video",Francés,México,Martin Scorsese,NC-17,2166852,105.7,385.2,279.5,Natalie Portman,Columbia Pictures,2024-02-21,Un drama conmovedor que explora los límites de la mente y la tecnología.
41138,El Padrino del código Vol. 1,Serie,"Acción, Documental",1973,9.6,22,Apple TV+,Portugués,USA,James Cameron,R,91397,182.6,131.1,-51.5,Robert Downey Jr.,A24,1973-07-18,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41139,Juego de Servidores Vol. 3,Película,Drama,2003,5.1,144,"Apple TV+, HBO Max",Portugués,Japón,Guillermo del Toro,R,1208109,222.7,998.2,775.5,Cillian Murphy,Universal Pictures,2003-10-06,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
41140,SQL: El Imperio Contraataca Vol. 3,Película,"Comedia, Fantasía",2003,4.0,203,"Disney+, Netflix",Español,España,Steven Spielberg,PG-13,2174296,154.4,632.3,477.9,Scarlett Johansson,Columbia Pictures,2003-06-11,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
41141,El secreto de los datos Vol. 2,Serie,"C.Ficción, Aventura",2006,9.4,25,Prime Video,Francés,Reino Unido,Quentin Tarantino,R,1197114,95.4,225.8,130.4,Morgan Freeman,Columbia Pictures,2006-08-16,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
41142,El despertar de la base de datos Vol. 4,Película,Drama,2024,4.6,205,"HBO Max, Disney+",Inglés,Reino Unido,James Cameron,NC-17,1867272,199.2,722.7,523.5,Christian Bale,Universal Pictures,2024-06-03,Un misterio escalofriante que desvela secretos familiares ocultos.
41143,Pandas salvajes Vol. 4,Serie,Crimen,2020,9.8,22,HBO Max,Inglés,USA,Guillermo del Toro,PG,1752112,226.7,83.1,-143.6,Natalie Portman,Warner Bros.,2020-08-17,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41144,Matrix Reloaded in Python Vol. 4,Serie,Aventura,1980,8.5,61,"Prime Video, HBO Max",Español,México,Denis Villeneuve,R,655119,105.9,41.2,-64.7,Morgan Freeman,Universal Pictures,1980-12-09,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41145,La terminal de los secretos (1979),Serie,Suspenso,1979,7.4,49,Netflix,Inglés,Reino Unido,Steven Spielberg,NC-17,878626,80.5,38.8,-41.7,Leonardo DiCaprio,Walt Disney Studios,1979-07-10,Un análisis profundo del impacto social e histórico de las grandes eras.
41146,Forrest Git Vol. 1,Película,"Terror, Suspenso",2024,9.3,120,Apple TV+,Alemán,México,James Cameron,PG,892884,17.9,42.9,25.0,Cillian Murphy,Warner Bros.,2024-02-19,Un análisis profundo del impacto social e histórico de las grandes eras.
41147,El laberinto del silicio Vol. 3,Serie,"Romance, Suspenso",2004,8.1,36,"Apple TV+, HBO Max",Español,Japón,Guillermo del Toro,PG-13,2489268,188.9,802.5,613.6,Robert Downey Jr.,A24,2004-07-16,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
41148,Inception: Loop Infinito (2010),Serie,Acción,2010,8.4,54,"Netflix, Prime Video",Alemán,Reino Unido,Martin Scorsese,PG,2240861,25.7,94.9,69.2,Meryl Streep,Netflix Studio,2010-05-22,Un misterio escalofriante que desvela secretos familiares ocultos.
41149,La lista de bugs (1988),Película,"Romance, Acción, Documental",1988,5.0,185,Disney+,Inglés,España,Steven Spielberg,NC-17,1255793,212.6,208.8,-3.8,Brad Pitt,Netflix Studio,1988-08-07,Un viaje fantástico a través de dimensiones inexploradas del universo.
41150,Juego de Servidores Vol. 4,Serie,"C.Ficción, Romance, Aventura",2020,6.5,34,Disney+,Alemán,Francia,Christopher Nolan,PG,693184,96.1,66.4,-29.7,Christian Bale,Columbia Pictures,2020-07-08,Un viaje fantástico a través de dimensiones inexploradas del universo.
41151,Stranger Code Vol. 1,Serie,Aventura,2004,9.1,32,"Prime Video, Netflix",Inglés,Canadá,Christopher Nolan,PG,1075195,20.2,81.5,61.3,Cillian Murphy,Walt Disney Studios,2004-10-10,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41152,El despertar de la base de datos Vol. 2,Serie,"Romance, Terror, Documental",2011,8.5,56,"Netflix, HBO Max",Alemán,USA,Martin Scorsese,PG-13,2382695,246.8,115.9,-130.9,Morgan Freeman,Netflix Studio,2011-05-12,Un análisis profundo del impacto social e histórico de las grandes eras.
41153,Código de honor Vol. 1,Película,Comedia,1971,6.0,122,"Disney+, Prime Video",Portugués,Canadá,Steven Spielberg,G,477450,199.2,186.1,-13.1,Tom Hanks,Universal Pictures,1971-09-18,Un misterio escalofriante que desvela secretos familiares ocultos.
41154,Stranger Code (2019),Serie,"Documental, Romance, C.Ficción",2019,6.9,55,HBO Max,Alemán,USA,Hayao Miyazaki,PG-13,1246419,82.1,269.0,186.9,Brad Pitt,Netflix Studio,2019-05-06,Un análisis profundo del impacto social e histórico de las grandes eras.
41155,Parque de Servidores (2022),Película,"Drama, Aventura",2022,4.9,107,"Disney+, Netflix",Francés,Francia,Hayao Miyazaki,R,2046577,193.3,451.9,258.6,Natalie Portman,Marvel Studios,2022-02-24,Un drama conmovedor que explora los límites de la mente y la tecnología.
41156,La lista de bugs (2010),Película,"Drama, Romance, Fantasía",2010,9.3,115,Prime Video,Portugués,México,James Cameron,NC-17,401962,21.0,84.9,63.9,Scarlett Johansson,A24,2010-09-23,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41157,La terminal de los secretos Vol. 1,Película,"Documental, Comedia, Romance",1970,4.7,130,Disney+,Portugués,Japón,Guillermo del Toro,G,1575486,92.7,49.8,-42.9,Brad Pitt,Columbia Pictures,1970-09-24,Un drama conmovedor que explora los límites de la mente y la tecnología.
41158,Forrest Git (1979),Película,"Terror, Acción, Romance",1979,7.0,185,"Apple TV+, Disney+",Alemán,Japón,James Cameron,G,1413263,216.0,200.6,-15.4,Leonardo DiCaprio,Marvel Studios,1979-06-03,Un análisis profundo del impacto social e histórico de las grandes eras.
41159,Titanic: Bug Hundido Vol. 1,Serie,Drama,1998,1.2,42,Netflix,Portugués,USA,Hayao Miyazaki,G,815957,198.3,675.7,477.4,Christian Bale,A24,1998-12-13,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41160,Cazadores de código (1989),Serie,"Acción, Romance, Fantasía",1989,4.1,65,"Prime Video, Disney+",Inglés,Japón,Steven Spielberg,R,555922,87.1,351.5,264.4,Scarlett Johansson,Paramount Pictures,1989-05-14,Un análisis profundo del impacto social e histórico de las grandes eras.
41161,Forrest Git (1998),Serie,"Terror, Suspenso",1998,8.4,38,"Apple TV+, Prime Video",Alemán,Canadá,Christopher Nolan,G,1158100,121.0,361.9,240.9,Joaquin Phoenix,Marvel Studios,1998-02-11,Una comedia hilarante sobre las complejidades de la vida cotidiana.
41162,En busca del commit perdido (1983),Serie,C.Ficción,1983,9.8,58,"Netflix, Prime Video",Español,Canadá,Martin Scorsese,G,1551999,202.2,774.2,572.0,Cillian Murphy,Netflix Studio,1983-02-18,Un análisis profundo del impacto social e histórico de las grandes eras.
